contentid,capacity,baby_carriage,credit_card,pet,age_range,info_center,open_period,parking,parking_fee,reservation_info,rest_date,scale,use_time,use_fee
131262,,없음,없음,없음,,중부컨트리클럽 031-762-6588~9,,주차 가능,,"홈페이지 : <a href=""http://www.akdjbcc.co.kr"" target=""_blank"" title=""새창 : 중부컨트리클럽 홈페이지로 이동"">http://www.akdjbcc.co.kr</a><br />
전화 문의 : 031-762-6588~9",,18홀 / 총 37만평,,
131723,,없음,가능,없음,,지산 포레스트 031-644-1200,,주차 가능,,"전화 문의 031-644-1200 <br />
홈페이지 <a href=""http://www.jisanresort.co.kr/index.html"" target=""_blank"" title=""새창 : 지산 포레스트 리조트 홈페이지로 이동"">http://www.jisanresort.co.kr</a>",,,,
130980,,없음,없음,없음,,"대표전화 031-330-1400 <br />
회원제프론트 031-330-1441~2",,주차 가능,무료,"홈페이지 : <a href=""http://www.jisangolf.com/html/00_main/main.asp"" target=""_blank"" title=""새창 : 지산컨트리클럽 홈페이지로 이동"">http://www.jisangolf.com</a><br />
전화 문의 : 031-330-1441~2",,,,
2605333,,없음,없음,없음,,지평낚시터 031-773-4797,,,,"031-773-4797, 010-8957-4797",,,,
131663,,없음,없음,없음,,02-480-5600,,주차 가능,,,연중무휴,"총면적 - 56만평, 코스전장 - 6,616yds
 <br />클럽하우스 - 지상1층, 지하1층",,
578603,,없음,없음,없음,,캐슬파인 골프클럽  031-880-8680,,주차 가능,,전화 및 홈페이지 예약가능,,,,
2472542,,불가,가능,불가,,"현장문의 031-585-6000<br />
객실예약문의 031-584-6000<br />
수상레저문의 031-585-6009",,주차 가능,무료,"02-6954-2242, <a href=""http://www.camptong.com/"" target=""_blank"" title=""새창 : 캠프통아일랜드 홈페이지로 이동"">http://www.camptong.com/</a> <br />
* 예약업무시간 : 09:00 ~ 18:00<br />",연중무휴,,,
1838456,"약 200명 (캠핑싸이트 150명, 글램핑 및 하우스 50명)",없음,가능,불가,,캠핑어클락 031-585-3509,유동적 운영,50대,주차 스티커 부착 시 무료,"＊홈페이지 예약<br>
 <a title=""새창 : 캠핑어클락 홈페이지로 이동"" href=""http://www.campingoclock.com"" target=""_blank"">http://www.campingoclock.com</a>",,,"입실 14시, 퇴실 12시",
131657,,없음,없음,없음,,"대표전화 031-334-7111<br />
예약문의 02-777-2167",,주차 가능,무료,"홈페이지 : <a href=""http://www.kgav.com/internet/k_index.jsp"" target=""_blank"" title=""새창 : 코리아 골프장 홈페이지로 이동"">http://www.kgav.com</a><br />
전화 문의 : 02-777-2167",,"27홀, 총면적 - 40만평",,
558525,,없음,가능,없음,,031-780-7777,,주차 가능,,031-780-7777,"매주 수요일,신정,설날,추석연휴",,평일 05:30~22:30 / 공휴일 08:00~20:00,
131870,,없음,없음,없음,,퀸승마클럽 031-294-3744,,주차 가능,무료,전화 문의 031-294-3744,,,10:00 ~ 22:00,
578731,,없음,없음,없음,,크리스탈밸리 031-589-5000,,주차 가능,,,매주 월요일,,,
2370995,,없음,없음,없음,,031-725-7100,,주차 가능,,,,,,
665164,,없음,없음,없음,,빙상장 031-725-7140,,주차 가능,,031-725-7140,,,매일 06:00 ~ 24:00,
577206,,없음,없음,없음,,"대표전화 1877-6001<br />
예약실 070-8189-6100",,주차 가능,,"* 인터넷 
예약 :&nbsp;홈페이지 (24시간 운영)<br /> 예약 문의 :&nbsp;070-8189-6100 
(09:00~17:00 운영)",,,,
509371,,없음,가능,없음,,테라스스키 031-638-0322,,주차 가능,,전화 문의 031-638-0322,동절기 무휴,,,
1906820,약 150명,없음,없음,없음,,토토큰바위캠핑장 010-9787-2139,,주차 가능,,"전화문의 및 인터넷예약 <br />
010-9787-2139, 010-4751-9486, 010-9921-9982 <br />
<a href=""http://www.totocamp.co.kr"" target=""_blank"" title=""새창 : 토토큰바위캠핑장 홈페이지로 이동"">http://www.totocamp.co.kr</a>",,,14:00 ~ 12:00(익일),
131346,,없음,가능,없음,,031-238-1230,,주차 가능,기본 3시간 무료,"홈페이지 <a href=""http://www.tresbeaufitness.com/"" target=""_blank"" title=""새창 : 트레보 휘트니스센터 홈페이지로 이동"">www.tresbeaufitness.com</a><br />
전화 문의 031-238-1230","매월 둘째주,넷째주 일요일",,"평일 06:00 ~ 23:30<br />토요일 06:00 ~ 20:00<br />일요일,공휴일 09:00 ~ 18:00",
131672,,없음,없음,없음,,티클라우드 컨트리클럽 031-869-7770,,주차 가능,,"홈페이지 : <a href=""http://www.teecloud.co.kr"" target=""_blank"" title=""새창 : 티클라우드CC 홈페이지로 이동"">http://www.teecloud.co.kr</a><br />
전화 문의 : 031-869-7770",비수기 - 매주 월요일 / 성수기 - 무휴,"총면적 - 380,723평 / 코스길이 - 18홀 72파",,
739276,,없음,없음,불가,,파라다이스 수영장 031-855-0433,매년 6~8월 (자세한 날짜는 홈페이지참고),주차 가능,무료,"홈페이지 : <a href=""http://www.paradais.co.kr"" target=""_blank"" title=""새창 : 파라다이스수영장 홈페이지로 이동"">http://www.paradais.co.kr</a><br />
전화 문의 : 031-855-0433, 031-855-3888",,,10:00~18:00,
131667,,없음,없음,없음,,"대표전화 031-672-0071<br />
예약문의 031-670-0114",,주차 가능,,,,27홀 / 총면적 - 50만평,,
131919,,없음,없음,없음,,파주 카트랜드 031-944-9736,,주차가능,"평일무료/주말2,000원","홈페이지 <a href=""http://kartland.modoo.at/"" target=""_blank"" title=""새창 : 파주 카트랜드 홈페이지로 이동"">http://kartland.modoo.at/</a><br />
전화 문의 031-944-9736",연중무휴,,"평일 : 09:30 ~ 17:30<br />
공휴일 : 09:30 ~ 18:00",
131640,,없음,없음,없음,,031-610-4416,,주차 가능,,"홈페이지 <a href=""http://www.moobong.or.kr"" target=""_blank"" title=""새창 : 평택시 무봉산청소년수련원으로 이동"">http://www.moobong.or.kr</a><br />
전화 문의 031-610-4416",연중무휴,,,
131421,,없음,없음,없음,,평택시 실내수영장(소사벌 레포츠타운) 031-8024-3360,,주차 가능,,,"월요일,국경일",,06:00 ~ 21:00,
2583625,"630명 (캠핑정원 - 540명, 카라반정원 - 90명)",불가,가능,불가,전 연령 이용가능,평화누리 캠핑장 1670-3856,연중무휴,,,"* 홈페이지를 통한 선착순, 실시간 예약 <br />
- 매월 5일부터 익월 선착순 예약 진행<br />
* 홈페이지 예약페이지 : http://imjingakcamping.co.kr/resv/res_01.html<br />
* 예약단계<br />
- 날짜 및 사이트 선택 > 사이트 확인 및 예약정보 입력 > 결제 및 예약",없음(연중무휴),"부지면적 - 34,177㎡, 건축면적 - 473.15㎡","비수기 - 체크인 14:00 ~ 체크아웃 11:00<br />
성수기 - 체크인 15:00 ~ 체크아웃 11:00",없음
1033236,,없음,없음,없음,,031-956-8306,,,,,,,,
1033380,,없음,없음,없음,,"연천군청 문화관광체육과 031-839-2063<br />
경기관광공사 DMZ관광사업팀 031-956-8306",,,,,,,,
1033388,,없음,없음,없음,,"연천군청 문화관광체육과 031-839-2063<br />
경기관광공사 DMZ관광사업팀 031-956-8306",,,,,,,,
1033413,,없음,없음,없음,,"연천군청 문화관광체육과 031-839-2063<br />
경기관광공사 DMZ관광사업팀 031-956-8",,,,,,,,
1033268,,없음,없음,없음,,김포시청 문화예술과 031-980-2481,,,,,,,,
1033295,,없음,없음,없음,,김포시청 문화예술과 031-980-2481,,,,,,,,
1032754,,없음,없음,없음,,고양시청 문화유산관광과 031-8075-3409,,,,,,,,
1032935,,없음,없음,없음,,고양시청 문화유산관광과 031-8075-3409,,,,,,,,
1033306,,없음,없음,없음,,경기관광공사 DMZ관광사업팀 031-956-8306,,,,,,,,
1033322,,없음,없음,없음,,"파주시 문화관광과 031-940-4361<br />
경기관광공사 DMZ관광사업팀 031-956-8306",,,,,,,,
1033333,,없음,없음,없음,,"파주시 문화관광과 031-940-4361<br />
경기관광공사 DMZ관광사업팀 031-956-8306",,,,,,,,
1033368,,없음,없음,없음,,"파주시 문화관광과 031-940-4361<br />
경기관광공사 DMZ관광사업팀 031-956-8306",,,,,,,,
1030591,,없음,없음,없음,,포천힐스 컨트리클럽 031-538-7000,,,,"홈페이지 : <a href=""http://www.fortunehills.co.kr"" target=""_blank"" title=""새창 : 포천힐스 컨트리클럽 홈페이지로 이동"">http://www.fortunehills.co.kr</a><br />
전화 문의 : 031-538-7000",홈페이지 공지,"총면적 : 1,481,636m²(448,358평)",,
1030151,,없음,없음,없음,,푸른솔 골프클럽 031-850-3001~3,,,,"푸른솔 골프클럽 <a href=""https://www.purunsol.co.kr/pochun_new/html/index.asp"" target=""_blank"" title=""새창 : 푸른솔 골프클럽 포천 홈페이지로 이동"">https://www.purunsol.co.kr/pochun_new/html/index.asp</a>",,"면적 : 2,145,528m²(약 65만평)",,
561967,,없음,없음,없음,,풍차수상스키 031-576-8903,,있음,,,,,,
634953,,없음,없음,없음,,프라임리조트 레저 031-531-7988,,주차 가능,,"홈페이지 : <a href=""http://www.primeresort.co.kr/"" target=""_blank"" title=""새창 : 프라임리조트 홈페이지로 이동"">http://www.primeresort.co.kr</a><br />
전화 문의 : 031-531-7988",연중무휴,,,
131866,,없음,없음,없음,,프리스틴밸리 031-589-2000,,주차 가능,,"홈페이지 : <a href=""http://www.pristinevalley.co.kr"" target=""_blank"" title=""새창 : 프리스틴밸리 홈페이지로 이동"">http://www.pristinevalley.co.kr</a><br />
전화 문의 : 031-589-2000",,"18홀 72파 (7,081 yds)<br />
 골프장 - 1,162,793㎡ (351,745평)<br />
 휴양림 - 1,020,187㎡",,
2623831,,없음,없음,없음,,1855-3946,,,,,,,"첫 탑승 10:30 ~ 마지막 탑승 20:00<br />
※ 플라잉 체험 종료 시간은 20:30분",
505811,,없음,가능,없음,,031-534-7914,,주차 가능,,전화 문의 031-534-7914,동절기 무휴,,,
131902,,없음,없음,없음,,,,주차 가능,,"홈페이지 : <a href=""http://www.philosgc.com"" target=""_blank"" title=""새창 : 필로스 골프클럽 홈페이지로 이동"">http://www.philosgc.com</a><br />
전화 문의 : 031-532-7979",,,,
131896,,없음,가능,없음,만 5세부터 가능,하노버승마장 031-672-4746,연중개장,"소형30대, 대형10대 주차 가능",,031-672-4746,"매주 월요일 / 설날,추석","* 총 면 적 - 약830,000㎡
<br />* 실외마장 - 70 X 70,40 X 40
<br />
* 실내마장 - 70M X 30M <br />
* 초지마장 - 200 X 100, 100 X 100, 200 X 50 (3개소)<br /> 
* 마 방 - 53개 <br />
* 마 필 - 30두","09:00 ~ 18:00 
※ 월 회원은 별도 시간 협의가능",
131709,,없음,가능,없음,,하니랜드 031-945-2250,,주차 가능,"승용차 1,000원 / 승합차 1,500원 / 대형버스 2,000원",,,,10:00 ~ 17:00,
131707,,없음,없음,없음,,하니랜드 031-945-2250~3,,주차 가능,"승용차 1,000원원, 승합차 1,500원, 대형버스 2,000원",,,"야외수영장 - 성인풀  35 * 15m / 유아풀  25 * 15m
              / 물보라 잔디썰매장  120m",물놀이장 10:00 ~ 17:00,"대인 1,000원, 청소년/군인 800원, 소인 500원"
524242,,없음,가능,없음,,한강레포츠 031-591-3376,,주차 가능,,전화 문의 031-591-3376,동절기 무휴,,,
1199435,,없음,없음,없음,,한강수상레저 031-585-8554,,주차 가능,,031-585-8554,,,,
131305,,가능,가능,없음,,한국민속촌 031-288-0000,매년 12월 ~ 2월,,,전화 문의 031-288-0000,,,"평일 9:30 ~ 17:30<br />
주말 9:30 ~ 18:00<br />
빙질정비시간 13:00 ~ 13:30",
131437,,없음,없음,없음,,031-967-9163,,주차 가능,,전화 문의 031-967-9163,,,,
131917,,없음,없음,없음,,한국패러글라이딩학교 031-322-2676,,,,"홈페이지 : <a href=""http://www.korea-para.co.kr"" target=""_blank"" title=""새창 : 한국패러글라이딩학교 홈페이지로 이동"">http://www.korea-para.co.kr</a><br />
전화 문의 : 031-322-2676",,,,
131620,,없음,없음,없음,,031-840-0018,,주차 가능,,"홈페이지 <a href=""http://www.hanmaum84.com"" target=""_blank"" title=""새창 : 한마음청소년수련원 홈페이지로 이동"">http://www.hanmaum84.com</a><br />
전화 문의 031-840-0018",,,,
131576,,없음,가능,없음,,"대표번호 031-284-3831<br />
예약문의 031-284-1122~3(평일,단체) / 02-943-4501~2(주말,공휴일)",,주차 가능,,,연중무휴,27홀 108파,,
131356,,없음,가능,불가,,031-395-1900,,,,031-395-1900,"매월 둘째주,셋째주 일요일 (그 외 휴관일은 홈페이지 공지)",,"평일 06:00~22:30<br />
토요일 06:00~20:00<br />
일요일/공휴일 09:00~18:00",
131654,,없음,없음,없음,,031-960-6900,,주차 가능,,"회원의 날 : 일요일, 법정 공휴일, 임시 공휴일<br />
전화 문의 031-969-2222 <br />
<a href=""http://www.hycc.co.kr/Default.aspx"" target=""_blank"" title=""새창 : 한양컨트리클럽 홈페이지로 이동"">http://www.hycc.co.kr/Default.aspx</a>","연중무휴 (설, 추석당일 휴장)",36홀,,
131603,,없음,없음,없음,,예약번호 031-379-8111~4,,주차 가능,,"홈페이지 : <a href=""http://www.hanwoncc.co.kr"" target=""_blank"" title=""새창 : 한원컨트리클럽 홈페이지로 이동"">http://www.hanwoncc.co.kr</a><br />
전화 문의 : 031-373-7111",연중무휴,"* 면적 : 36만평  <br /> 
* 코스규모 : 27홀 108파 (총길이:8943m)",,
131286,,없음,없음,없음,,한탄강관광지 031-833-0030,,,,,,,,
2661698,,없음,없음,없음,,031-538-2312,,,,,,,,
2638585,,없음,없음,없음,,031-835-7100,,,,"전화문의 031-835-7100<br />
한탄강 관광지 사이트에서 선착순 예약 (8월 20일 사이트 오픈)","매월 정기점검일 / 명절 전날, 당일, 다음날 휴장",,"입실시간: 당일 14:00 (조기입실 시 12:00 ~ 14:00 가능)<br />
퇴실시간: 11:00",
754348,,없음,없음,없음,,한탄강관광지 031-833-0030,,,시설예약시 무료 주차,"예약제로 운영, 
인터넷/ 전화예약 가능 (예약은 익월 말일까지 가능)","매월 정기점검일 / 명절 전날, 당일, 다음날 휴장",,"입실시간: 당일 14:00 (조기입실 시 12:00 ~ 14:00 가능)<br />
퇴실시간: 11:00",관광지 입장료 없음
2650369,,없음,없음,없음,,031-538-2472,,,,,,,,
131158,,없음,없음,없음,,031-334-7877,,주차 가능,,전화 문의 031-334-7877,명절,,,
131569,,없음,없음,없음,,"대표전화 031-332-1122<br />
예약문의 031-323-3200~1",,주차 가능,무료,"홈페이지 : 한화리조트 플라자CC 용인 <a href=""
http://www.plazacc.co.kr/ 
"" target=""_blank"" title=""새창 : 한화리조트 플라자CC 용인 홈페이지로 이동"">
http://www.plazacc.co.kr/ 
</a>",,36홀,,
131014,,없음,가능,불가,,"대표번호 031-639-5000 <br />
스파플러스 031-639-5116",,주차 가능,,,,,"실내수영장 08:00~20:00, 야외 09:00~19:00",
131575,,없음,없음,없음,,화산컨트리클럽 031-329-7114,,주차 가능,무료,,매주 월요일(월요일이 법정공휴일인 경우 정상적으로 개장),"18홀(파72, 총연장-7043Yds) / 1.039,272 평방미터 (32만평)",일출부터 일몰때까지,
524219,,없음,가능,없음,,화이트 031-511-2901,,,,전화 문의 (031-511-2901),동절기 무휴,,,
131556,,없음,없음,없음,,1.2.3 골프클럽 02-359-0123,,주차 가능,,,명절,6홀 퍼블릭,일출부터 일몰때까지,
130983,,없음,없음,없음,,"대표전화 031-287-8811<br />
예약문의 1577-8871<br />
실외연습장문의 031-899-8812~3",,주차 가능,,"홈페이지 : <a href=""http://www.88countryclub.co.kr"" target=""_blank"" title=""새창 : 88컨트리클럽 홈페이지로 이동"">http://www.88countryclub.co.kr</a><br />
전화 문의 : 1577-8871",,36홀 144파,,
2642536,200명 수용가능,불가,가능,불가,만 10세 이상,010-6229-3567,,있음( 소형 100대 / 대형 15대 주차 가능),무료,,"매주 월,화요일",,"수·금요일 : 11:00 ~ 24:00<br />
목요일 : 11:00 ~ 20:00<br />
토요일 : 09:00 ~ 24:00<br />
일요일 : 09:00 ~ 20:00<br />
※ 주말의 경우 트랙에서 대회가 예정된 경우, 트랙이용이 제한될 수 있으므로, 반드시 방문전 트랙이용여부 확인요망",
752497,,불가,가능,불가,,031-8071-0808~9,,주차 가능,무료,"전화 문의 031-8071-0808~9<br />
홈페이지 <a href=""http://www.jpublic.co.kr"" target=""_blank"" title=""새창 : J퍼블릭 홈페이지로 이동"">http://www.jpublic.co.kr</a>",,,,
752520,,없음,가능,불가,,"031-940-3317 (교육관련)<br />
031-940-3386 (대관,견학관련)",,주차 가능,무료,"031-940-3317 (교육관련)<br />
031-940-3386 (대관,견학관련)",,,,
131349,,없음,가능,불가,,031-799-3891~9,,주차가능,,031-799-3891~9,매주 일요일/법정공휴일,,* 월~금 06:00~20:50<br />* 토요일 09:00~14:50,
1988431,,불가,가능,가능,만 5세 이상,W홀스랜드 031-585-4288,동절기 09:00~18:00 / 하절기 09:00~19:00,주차 가능,무료,"※ 100% 사전예약제로 운영됨 <br />
031-585-4288 <br />
<a href=""http://www.whorseland.com"" target=""_blank"" title=""새창 : W홀스랜드 홈페이지로 이동"">http://www.whorseland.com</a>",매주 월요일,,,
131355,,없음,없음,없음,,031-312-2808,,주차 가능,,전화 문의 031-312-2808,연중무휴,,,
1830941,,불가,없음,없음,,"사단법인 아름다운도보여행 070-8269-6937<br />
경기문화재단 대표전화 031-231-7200",,,,,,길이 8.7km,,
1835740,,없음,없음,가능,,"사단법인 아름다운도보여행 070-8269-6937<br /> 
경기문화재단 대표전화 031-231-7200",,,,,연중무휴,"길이 14.5km, 소요시간 4시간","걷기 종료 권장 시간 : 하절기 오후 6시, 동절기 오후 5시",
1835264,,없음,없음,없음,,"사단법인 아름다운도보여행 070-8269-6937<br /> 
경기문화재단 대표전화 031-231-7200",,,,,,"길이 3.5km, 소요시간 1시간",,
