contentid,capacity,baby_carriage,credit_card,pet,age_range,guide,info_center,open_date,parking,rest_date,season,use_time,cultural_heritage,natural_heritage,archival_heritage
2592408,,없음,없음,없음,,"꽃차수업, 꽃차교육, 수제꽃차, 야외웨딩<br />
※ 2019년 꽃차아카데미아 수강생 모집 : 052-258-2859",052-258-2859,2016년 6월,,매주 월요일은 휴무,,"10:00~20:00<br />
※ 매주 월요일  휴무",0,0,0
337556,,불가,없음,불가,,,052-288-1350,,,연중무휴,,,0,0,0
128208,,없음,없음,없음,누구나,"·옹기 박물관 : 세계 최대 옹기 등 전시 관람 / 박물관 속 옹기세상 등 다양한 교육프로그램 운영<br>
·옹기 아케데미 : 흙놀이 및 도예체험 / 개인 또는 단체 30명 이상<br>
·울산 시티투어 '해안탐방 코스'내에 포함되어 있으며 수, 금, 일 11:40~12:30 (주 3회) 견학 가능","Tel: 052-237-7894(박물관), 052-237-7893(아카데미) / Fax: 052-237-7898",,있음,"월요일, 신정, 추석 당일, 공휴일 휴무",,"화~일 09:00~18:00 (월요일, 신정, 추석 당일, 공휴일 휴무)",0,0,0
1955825,,없음,없음,없음,,"향사(춘향제)<br />
분향례<br />
탐방",052-229-3732,,,,,,0,0,0
1393752,,없음,없음,없음,,,052-229-3732,,,,,,0,0,0
129165,,없음,없음,없음,,,052-251-2125,,,,,"4월~9월 : 09:00~18:00<br />
10월~3월 : 09:00~17:00",0,0,0
2502653,,없음,없음,없음,,,052-229-3732,,,,,,0,0,0
1624135,,없음,없음,없음,,,052-229-6350,,,,,,0,0,0
2300712,,,,,,,,,주차 불가,연중무휴,,,0,0,0
128209,,불가,없음,불가,,,들꽃학습원 052-211-9163~4,,있음,월요일,,"09:00~18:00 <br />
※ 화, 금 08:30 ~ 17:30",0,0,0
2502349,,없음,없음,없음,,"문화의 거리 5색 아트(버스킹, 비보이공연, 캐리커처 전시, 아트 플리마켓, 문화갤러리)",,,,,,,0,0,0
2530538,150명 수용가능,가능,가능,불가,누구나,"3D 입체영상관,미디어 소리9경 퍼즐,VR가상체험,트릭아트 포토존",소리체험관 052-209-3376,,있음,,,09:00~18:00,0,0,0
2611134,,없음,없음,없음,,,울산 신화마을 052-226-5412,,,,,,0,0,0
2509933,,없음,없음,없음,,,052-296-9191,,,,,,0,0,0
128194,,없음,없음,없음,,,052-229-3732,,,,,,0,0,0
128228,,없음,없음,없음,,,052-277-0101,,,,,,0,0,0
2554251,,없음,없음,없음,누구나 (프로그램별 상이),"·견학 프로그램 : 뉴스홀 → 뉴스센터 → 공개홀 → 라디오 스튜디오 → TV 주조와 부조 → 옥상 송신탑 / 매주 화~금 10:00~12:00(1회차), 13:00~13:50(2회차), 14:00~14:50(3회차) 토(14:00~16:00) / 1회차는 PLAY-M 참가자에 한해 견학, 2·3회차는 누구나 가능하며 20명 이하 </br>
·방송직업체험교육 PLAY-M</br>
  - 기본체험 : 방송직업체험, 방송국견학 / 화~토 10:00, 14:00 / 2시간 / 15,000원 / 초등학생 이상 / 최대 80명 </br>
  - 종일제 : 미디어특강, 뉴스기사 작성, 방송직업체험, 방송국 견학 / 화~토 10:00 / 4시간 / 25,000원 / 초등학생 이상 / 40명 이상 단체</br>
  - 어린이 체험 : 방송직업체험, 방송국견학 / 화~토 10:00 / 90분 / 8,000원 / 90분 / 6~7세 / 25명 이상 단체",052-290-1250,,있음,,,,0,0,0
127644,,없음,없음,없음,,"어린이교통안전공원<br />
- 만 3세 이상 ~ 만 10세 미만 단체(4인이상)<br />
- 상반기: 3월~6월, 하반기: 9월~11월 운영<br />
- 휴장일 : 매주 월요일, 토.일요일, 법정 공휴일<br />
숲속공작실<br />
- 주중 : 초등학교, 유치원 등 단체 (정원 40명 최소15인 이상)<br />
- 주말 : 가족단위 (5~13세 어린이 포함) 참가자<br />
※ 설, 추석연휴 제외",052-271-8816,,"정문주차장 - 09:00~22:00 <br />
동문주차장 - 10:00~21:00<br />
남문주차장 - 10:00~19:00<br />
※ 행사 등 주변여건에 따라 변경될 수 있음",[공원] 연중무휴<br />※ 시설에 따라 다름,,"출입문개방 05:00~23:00 <br />
 일몰이후 대공원 내에 안전사고 예방을 위해 자전거 출입 제한",0,0,0
2002486,"약 2,000명",없음,가능,불가,제한없음,,052-226-0421,2006년 4월,,월요일 휴관,2시간,"하절기(4월~10월)<br />
- 이용시간 09:30 ~ 18:00<br />
- 입장시간 09:30 ~ 17:00<br />
<br />
동절기(11월~3월)<br />
- 이용시간 09:30 ~ 17:00<br />
- 입장시간 09:30 ~ 16:00<br />",0,0,0
2612976,50명(전망대 엘리베이터 사용을 위해 탄력적으로 조정),가능,없음,불가,,,052-209-3345,2015-07-31,"전망대 부설 주차장(25면)<br />
전망대 공용 주차장(113면)","매월 두번째, 네번째 월요일 / 설추석 연휴 당일",,연중 09:00~21:00,0,0,0
2502612,,없음,없음,없음,,,052-229-3732,,,,,무료 개방시간 06:00~23:00,0,0,0
1771073,,없음,가능,불가,,"[기본체험] 방속직업체험 + 방송국견학 (2시간) <br />
[종일제] 미디어특강/뉴스기사작성/방송직업체험/방송국견학 (4시간)<br />
[어린이체험] 방송직업체험 + 방송국견학 (90분)",052-290-1114,2013년 1월4일,"있음(소형 150대, 대형 2대 주차 가능)","매주 일, 월요일, 설/추석 연휴, 국경일",,,0,0,0
2638480,회차당 정원 20명/일일 480명,가능,가능,불가,기초안전체험 : 5세~7세<br />그 외 체험시설 : 초등학생 이상,"* 기초안전(어린이안전마을) : 체험시간 60분 / 체험비용 무료<br />
  (어린이들의 안전한 놀이문화와 생활습관을 배우는 종합체험존)<br />
* 생활안전체험 : 체험시간 90분 / 체험비용 1인 3,000원<br />
  (교통안전, 선박안전, 화재안전훈련관)<br />
* 응급처치교육 : 체험시간 60분~80분 / 체험비용 무료<br />
  (생명을 살리는 4분의 기적. 그 기적의 손을 만드는 실습관)<br />
* 재난Ⅰ: 체험시간 90분 / 체험비용 1인 3,000원<br />
  (지진재난체험, 화학재난체험, 4D영상)<br />
* 재난Ⅱ : 체험시간 90분 / 체험비용 1인 3,000원<br />
  (지진재난체험, 원자력재난체험, 4D영상)",052-279-6588,2018년 09월 04일,주차가능,"매주 월요일, 설/추석 당일, 1월 1일, 설 및 추석 당일을 제외한 공휴일의 다음날",,09:00~18:00,0,0,0
129453,,없음,없음,없음,,,052-220-2002,,있음,연중무휴,,,0,0,0
2460400,20~30인 이내,없음,없음,없음,단체,견학 : 울산 태화루 내부 및 제조 공정,Tel: 052-287-5001~2 / Fax: 052-288-8646,,있음,주말 및 공휴일,,월~금 10:00~11:00,0,0,0
1395991,,없음,없음,불가,,"파충류체험, 자연생태체험, 원목곤충만들기, 토피어리체험, 식물심기, 천연비누 만들기, 나무 목걸이 만들기, 손수건 그림 그리기, 천연염색(손수건)<br>
※ 소요시간: 20~30분 (인원에 따라 변동)<br>
 ※ 단체체험은 사전예약 필수 (단체예약 30인 이상)<br>
 ※ 프로그램 예약 안내 : 052-235-8585<br>
 &gt;&gt; <a title=""체험안내프로그램 자세히보기"" href=""http://www.usarboretum.co.kr/view/view3.htm"" target=""_blank"">자세히보기</a>",052-235-8585,,있음,연중무휴,,"하절기(3~10월) 09:00~18:00<br />
동절기(11~2월) 09:00~17:00<br />
※ 폐장 한시간 전 입장 마감",0,0,0
128188,,불가,없음,불가,,"[체험 안내]<br>
- 성년식<br>
- 한시/백일장<br>
- 인성교육<br>
- 한문교실<br>
- 전통혼례<br>
- 전통문화교실<br>
- 서예교실<br>
- 명륜교실",052-243-0129,,없음,,,,0,0,0
250320,,불가,없음,불가,,,052-204-0324,,주차장 있음,연중무휴,,,0,0,0
128193,,없음,없음,없음,,,울주군 문화관광과(문화재) 052-229-7653,,,,,,0,0,0
128184,,없음,없음,불가,,,"울산종합관광안내소 052-277-0101 <br />
울산암각화박물관 052-229-4797",,,,,,0,0,0
128191,,없음,없음,없음,,,052-277-0101,,,,,,0,0,0
347231,,불가,없음,없음,,,052-251-4602,,있음,연중무휴,,,0,0,0
2638481,,불가,가능,불가,전연령,복고풍옷대여 및 셀프 스튜디오,052-211-9192,2019년 05월 25일,주차가능(문화공영주차장/237대 수용),연중무휴,,10:00~19:00,0,0,0
129094,,없음,없음,없음,,,울산종합관광안내소 052-277-0101,,,,,,0,0,0
126091,,없음,없음,없음,,,052-209-4470,,,연중무휴,,09:00 ~ 18:00 (개장기간),0,0,0
2460431,최소 5명 이상,없음,없음,없음,단체 (초등학교 3학년 이상),시티투어 통한 내부 시설 견학,Tel: 052-700-0052,,있음,법정휴일 및 산업체 내부 사정으로 인하여 투어 불가한 날 휴무,,"코스안내 <a href=""http://ulsancitytour.co.kr/renewal/02_theme/04_1.php""target=""_blank"" title=""새창: 울산시티투어"">http://ulsancitytour.co.kr/renewal/02_theme/04_1.php</a>",0,0,0
126722,,불가,없음,불가,,,052-254-1515,,있음,,,09:00~18:00 (매표마감 17:30),0,0,0
126064,,없음,없음,없음,,,052-204-4921~4,,주차 가능,,,,0,0,0
2381176,,없음,없음,불가,,,052-226-0980,,주차 가능,"매주 월요일 <br /> 설(음력 1월 1일) 당일, 추석(음력 8월 15일) 당일",,"매표시간 : 09:00~17:30 <br />
관람시간 : 09:00~18:00",0,0,0
769495,,없음,가능,가능,,,고래바다여행선 052-226-1901~2,,주차 가능,월요일,,"[운항시기]<br />
[고래탐사 : 4~10월 운항코스 -> 둘기등대, 간절곶]<br />
-  화,수,목 / 14:00~17:00<br />
- 금 / 13:00~16:00<br />
- 토,일 / 10:00~13:00, 14:00~17:00<br />
<br />
[디너크루즈 : 5~10월 운항코스 -> 울산미포국가산단 야경]<br />
- 금 / 19:00~21:00<br />
※ 휴가철 등 추가 요금 발생시, 운항증편 등 탄력적 운항<br />
※ 울산고래축제 등 주요 행사기간 중 별도 계획 수립 운항",0,0,0
2638479,9인승 5대 보유,불가,가능,가능,전연령,"[고래생태체험관]<br />
* 고래생태 설명회 : 11시/14시/17시<br />
* 돌고래 이야기 : 13시/16시",052-266-2621,2018년 05월 18일,주차가능(고래박물관 부설주차장),"매주 월요일, 설/추석 당일",,"* 주중 09:00 ~ 18:30<br />
* 주말 및 공휴일 09:00 ~ 20:30<br />
※ 지정된 입장시간부터 30분이내 탑승 가능",0,0,0
129095,,없음,없음,없음,,,울산종합관광안내소 052-277-0101,,,,,,0,0,0
2509920,,없음,없음,없음,,,052-290-4843,,,,,"평일 : 10:00 ~ 21:00 <br />
주말 : 10:00 ~ 18:00 <br />
※ 월요일 정기 휴무",0,0,0
128200,,없음,없음,없음,,,052-277-0101,,주차 가능,,,,0,0,0
1393725,,없음,없음,없음,,,052-277-0101,,,,,,0,0,0
2650827,,없음,없음,없음,,,052-209-0111,,,,,,0,0,0
1624370,,없음,없음,없음,,,052-229-3732,,,,,,0,0,0
126096,"50,000명",불가,없음,없음,,,052-204-0332,,진하공영주차장(해변으로부터 도보 15분 거리),,,,0,0,0
128190,,없음,없음,없음,,,052-229-6350,,,,,,0,0,0
126068,,없음,없음,없음,,,울산종합관광안내소 052-277-0101,,,,,,0,0,0
128192,,없음,없음,없음,,,052-204-0324,,,,,,0,0,0
128183,,없음,없음,없음,,,052-204-0324,,,,,,0,0,0
2507820,,없음,없음,없음,,"주요 프로그램 : 청소년 음악 및 댄스공연, 각종 문화행사 발표회, 시낭송회, 야외전시, 세미나, 프리마켓, 체험행사 등",052-120,,,,,,0,0,0
128201,,불가,없음,없음,,,052-120,,,연중무휴,,,0,0,0
128202,,불가,없음,가능,,,052-229-6142,,있음,,,,0,0,0
1393773,,불가,없음,불가,,,052-229-6149,,있음,,,11:00 ~ 23:00,0,0,0
2605809,,없음,없음,없음,,,체육시설관리팀 052-226-0077,,,"매주 월요일, 1월1일, 설,추석 당일",,"09:00~18:00<br />
※ 필요 시 연장 또는 단축 운영(폭우, 폭설, 기상악화, 시설점검)",0,0,0
2502631,,없음,없음,없음,,"봄,가을 매주 토요일 오후 / 전통무용, 퓨전국악 등 공모전 입상팀들 공연",052-229-3742,,,,,"동절기: 09:00~17:00
하절기: 09:00~18:00",0,0,0
1955838,,없음,없음,없음,,,052-229-3732,,,,,,0,0,0
128203,,없음,없음,불가,,,"신불산폭포자연휴양림 052-254-2123~4<br>
울산종합관광안내소 052-229-6350<br>
관광울주 052-204-1000<br>",,주차 가능(신불산 자연휴양림),,,,0,0,0
2661537,,없음,없음,없음,,,010-4127-0100,,,,,,0,0,0
1955841,,없음,없음,없음,,,052-229-3732,,,,,,0,0,0
128211,,불가,없음,없음,,,울산 중구 공원녹지과 052-290-4425,,부설주차장 이용,연중무휴,,,0,0,0
127886,,불가,가능,불가,,"* 힐링캠프<br />
- 당일일정 1인당 5만원<br />
- 1박2일 일정 1인당 10만원<br />
※ 힐링캠프 일정 홈페이지 참조","한의원 052-264-8001 <br />
황토방 및 약선식당 052-264-6741",,있음,"매주 화요일, 1월 1일, 구정, 추석, 하계휴가",,"월요일 09:00 ~ 17:00<br />
수~금요일 09:00 ~ 18:00<br />
주말,공휴일 09:00 ~ 18:00<br />
※ 힐링캠프와 초락당 하우스는 전화문의 요망<br />",0,0,0
2460356,35명,없음,없음,없음,단체 (대학생 / 일반),"·견학 : 생산 공정 견학 및 불순물 테스트 체험</br>
         - 정기적인 프로그램이 아닌, 협의 후 결정",Tel: 052-270-5131~4 / Fax: 052-270-5135,,있음,,,"·평일 시간 협의</br>
·울산시티투어 ‘해안탐방코스’ 안에 포함되어 있으며 수,금 15:30~16:10(주2회) 견학 가능",0,0,0
2502643,,없음,없음,없음,,,052-290-3693,,,,,개방시간- 연중 24시간,0,0,0
485735,,불가,없음,불가,,,052-244-9647,,있음,연중무휴,,,0,0,0
1327462,개인(7인 이하) 및 단체(최소 15명 이상~대형버스 2대 인원),없음,없음,불가,개인/단체 (초등 4학년 이상/일반),"견학 : 문화회관(홍보관) → 1~5공장 → 엔진/변속기 공장 → 도로주행 시험장 → 아산로 → 수출부두<br />
신청방법 : https://www.hyundai.com > 공장견학 예약신청",052-215-2232~3,,있음,"공휴일, 토, 일요일",,"울산공장 견학신청은 3개월 단위로 접수를 받으며, 매월 첫번째 근무일 오전 9시에 견학스케쥴이 오픈",0,0,0
128204,,없음,없음,없음,,,관광울주 052-204-1723,,,,,,0,0,0
129162,,없음,없음,불가,,,화암추항로표지관리소 052-201-2602,,주차 가능,매주 월요일,,09:00 ~ 17:00,0,0,0
2606206,,없음,없음,없음,,,052-229-6430,,,탐방시기 기간중 무휴,,오전 9시 ~ 11시<br />오후 3시 ~ 5시,0,0,0
1395951,,없음,없음,없음,,,052-229-3732,,,,,,0,0,0
125875,,불가,없음,없음,,,044-300-4212,,공영주차장,연중무휴,,,0,0,0
1951648,,없음,없음,없음,,,044-866-8787,,,,,,0,0,0
127821,"2,000명/일",불가,없음,불가,,,휴양림 관리사무소 041-635-7400,1997년도 10월 31일,있음,매월 첫째주 월요일,,"[숙박시설] 당일 14:00~익일11:00<br>
[산림박물관]<br>
하절기(3~10월) 09:00∼18:00<br>
동절기(11~2월) 09:00∼17:00 <br>
※ 매표시간 : 폐관 1시간 전까지 가능",0,0,0
125999,,없음,없음,없음,,,044-120,,,,,,0,0,0
129350,,불가,없음,불가,,"* 봄 : 정월대보름 달집태우기, 감자캐기<br />
* 여름 : 물고기잡기, 달구지타기<br />
* 가을 : 메뚜기잡기, 밤줍기<br />
* 연중 : 얼레공놀이, 가마골도자기교실<br />
※ 계절 및 마을 사정에 따라 변동 가능하니 전화문의",044-301-5800,,주차 가능,,,,0,0,0
125927,,없음,없음,없음,,,044-300-3444,,,,,,0,0,0
1951651,,없음,없음,없음,,,044-330-5832,,,,,,0,0,0
1928731,,불가,없음,불가,,"메주만들기, 두부만들기, 콩삶기, 된장담그기, 인절미만들기, 전통장류 음식체험 등",044-868-4892,,있음,추석·설 연휴,,전통장류박물관 10:00~18:00 (매주 월요일 휴관),0,0,0
1951612,엘리베이터 탑승인원(12명)<br>전망대 전체 관람객(약 30명),없음,없음,없음,,,044-862-8845,,있음,"연중무휴 (설날,추석 당일은 전화로 휴무 확인)",,09:00~18:00,0,0,0
730441,,가능,가능,불가,,,044-866-7766,2009년 5월 11일,있음,연중무휴,,09:00 ~18:00,0,0,0
1951619,,없음,없음,없음,,,044-300-5121,,,,,,0,0,0
125902,,불가,없음,없음,,,044-863-0230,,주차 가능,연중개방,,,0,0,0
1627079,,없음,없음,없음,,,044-300-5832~6,,,,,,0,0,0
1946955,,없음,없음,가능,,,,,"※ 4개소/총 1,216대(제1주차장 377대 / 제2주차장 239대 / 제3주차장 300대 / 제4주차장 300대)",연중무휴,,,0,0,0
319721,,불가,없음,불가,,,044-865-5601,,없음,연중무휴,,,0,0,0
2435243,"숙박 - 100명, 당일 체험 - 150명, 1박 2일 패키지 (시설체험 + 농촌체험 or 민속체험) - 80명 수용가능",없음,없음,없음,,"충청, 대전지역어린이 농촌체험 여행안내, 두부만들기, 짚풀공예만들기, 한과만들기, 비누만들기, 인절미 떡매치기",044-868-1055,,"있음 (승용차 20대, 대형버스 2대)",,,,0,0,0
1951653,,불가,없음,없음,,,044-300-3444,,,,,,0,0,0
1954976,,없음,없음,없음,,"교실에서 만나는 전통인성교육<br />
한문경전 성독대회",044-330-5832,,,,,,0,0,0
125903,,불가,없음,불가,,,044-862-8620,,주차 가능,연중무휴,,,0,0,0
128876,,없음,없음,없음,,"템플스테이 안내 <a href=""http://youngpyungsa.templestay.com/""target=""_blank"" title=""새창: 템플스테이 "">http://youngpyungsa.templestay.com/</a>",044-857-1854,,주차 가능,연중무휴,,,0,0,0
2461651,단체(20인 이상),없음,없음,없음,"개인/단체 (단체일 경우, 중학생 이상)","·프로그램 : VLBI, 홍보관 관람 (센터 출입 시 신분증 지참)
·신청방법 : http://vlbi.ngii.go.kr > 센터소개 > 홍보관 관람안내",Tel: 044-860-4006 / Fax: 044-860-4030,,있음,주말 및 공휴일 휴무,,월~금 10:00~17:00 (12:00~13:00 점심시간),0,0,0
125981,,없음,없음,없음,,,044-300-3423,,,,,,0,0,0
1626777,,없음,없음,없음,,,044-211-4022,,,,,,0,0,0
2661528,,없음,없음,없음,,,044-300-5335,,,,,"연중개방<br />
* 가로등 점등시간<br />
- 봄, 여름, 가을철 : 일몰 ~ 24시<br />
- 겨울철 : 일몰 ~ 22시",0,0,0
482169,,불가,없음,없음,,,044-867-3407,,주차 가능,,,매일 00:00~24:00,0,0,0
485687,,불가,없음,없음,,,044-867-2635,,주차 가능,연중무휴,,,0,0,0
1626769,,없음,없음,없음,,,044-330-5832,,,,,,0,0,0
488037,,불가,없음,없음,,,044-864-7000,,주차 가능,,,,0,0,0
129194,,없음,가능,불가,,,031-877-0500,,"있음 (입장객 무료주차)<br />
※ 주차장 운영시간 : 평일 10:00~18:00 / 주말 10:00~19:00 (동절기18:00)",매주 월요일 휴관 (공휴일인 경우 익일 휴관),,"* 주말 및 공휴일<br />
동절기(11월~3월) 10:00 ~ 18:00 / 입장마감 17:00<br />
하절기(4월~10월) 10:00 ~ 19:00 / 입장마감 18:00<br />
<br />
* 평일<br />
10:00 ~ 18:00 / 입장마감 17:00",0,0,0
125462,,없음,없음,없음,,,가평 관광안내소 031-582-8830,,,,,,0,0,0
1553085,,없음,가능,불가,초등학생 이상,"김장체험, 감자전만들기, 논풀장물놀이, 배쨈만들기, 오색만두 만들기 등<br />
※ 체험은 계절 및 마을 사정에 따라 변동될 수 있으므로 전화문의",031-774-3908,,"있음(소형 100대, 대형 10대 주차가능)",,,,0,0,0
125463,,없음,없음,없음,,,산림녹지과 031-538-3341,,,연중무휴,,,0,0,0
