contentid,capacity,baby_carriage,credit_card,pet,discount_info,info_center,parking,parking_fee,rest_date,use_fee,use_time,scale,spend_time
2555853,50여명 수용가능,불가,가능,불가,,무등현대미술관 062-223-6677,주차 가능,[당일] 4000원 (3시 이후 3000원),매주 월요일 / 1월1일 / 명절,"성인 2,000원, 학생 1,000원, 미취학아동 무료",10:00 ~ 18:00 (하절기 ~17:00),,약 20-30분
1621178,150명,없음,없음,없음,,062-222-6280,,,,공연에 따라 다름,공연에 따라 다름,30평,
1745001,공연장 715석,없음,없음,불가,,062-670-7941,"주차 가능 (114대(버스3대))<br />
운영시간 08:00~22:00",무료,연중무휴,공연에 따라 다름,공연에 따라 다름,"지하2층/지상4층(부지 5,477.5㎡/연면적 14,083.32㎡)<br />
공연장 총면적 : 1.533㎡ <br />
기획전시실(185㎡), 미디어큐브338(205㎡)",공연에 따라 다름
2605338,,없음,없음,없음,,"수피아여고 062-670-3000
수피아여중 062-720-8282",,,,,,,
130639,,없음,없음,불가,,우제길미술관 062-224-6601,주차 가능,,연중무휴,"입장료 3,000원",10:00~18:00 (입장마감 17:30),,
130497,,없음,없음,불가,,의재미술관 062-222-3040,주차 가능,,"매주 월요일, 1월 1일, 설날/추석","일반 - 개인 2,000원 / 단체(20인 이상) 1,000원<br />
청소년, 군인 - 개인 1,000원 / 단체(20인 이상) 500원<br />
※ 7세 이하, 65세 이상, 국가유공자(본인에 한함), 장애인 무료","하절기 09:30~17:30 / 동절기 09:30~17:00<br /> 
※ 마감시간 30분전까지 매표",,
1381088,,없음,없음,불가,,갤러리 미고 051-731-3444,주차 가능,,매주 일요일,,월~토 10:00~18:30,,
130618,,없음,없음,불가,,갤러리예가 051-624-0933,,,매주 월요일,무료,10:00~19:00,,
129823,,없음,없음,불가,,"박물관 학예연구실 051-663-5381<br />
경성대학교박물관 051-663-4042",주차 가능,,"토요일, 일요일, 공휴일",무료,"월~금 10:00~17:00 <br />
(방학 중 10:00~14:00)","지상 1층, 2층",약 1시간
1607203,,없음,없음,불가,,경성대학교 홍보팀 051-663-4042,주차 가능,,"일요일, 공휴일",무료,월~토 10:00~16:30,,
130354,,없음,없음,불가,,의학도서관 051-990-6720,주차 가능,,"토요일, 일요일, 공휴일",무료,"[열람실/대출] 월~금 08:30~17:30<br />
[자유열람실/국시준비실] 24시간",,
130200,,없음,없음,없음,,051-240-4082,주차 가능(대형차 불가),무료,"2,4주 제외 토요일, 일요일, 국공휴일",체험에 따라 다름,09:00~18:00,"연면적 204평, 지상 1층, 지하 1층",
2385666,,없음,가능,불가,,국립부산과학관 051-750-2300,"주차 가능 (요금징수시간 : 평일 09:00~16:30, 주말 08:30~16:30)","일반차량 2,000원 / 대형차량 5,000원 <br />
경차 50%할인<br />
장애인, 국가유공자, 공무,행사 및 협력업체 무료 (관련증명서 제시) <br />
강사, 해설사 무료 (주말,공휴일 제외)<br />
* 과학관 주차장 만차 시 과학관 앞 임시주차장 이용 가능","매주 월요일, 1월1일, 설날/추석 당일 <br />
* 단, 월요일이 공휴일인 경우 그 다음날 휴관","[상설전시관]<br />
개인 : 성인 3,000원, 청소년 2,000원, 유아 및 우대고객 무료<br />
단체 : 성인 2,000원, 청소년 1,500원, 유아 및 우대고객 무료<br />
[천체투영관]<br />
개인 및 단체 1,500원<br />
[새싹누리관]<br />
성인 1,000원, 유아 1,000원 (청소년 입장 불가)<br />
<br />
* 우대고객 : 65세 이상 경로우대자, 만 7세 미만 유아(어린이관 제외), 장애인, 국가유공자, 기초생활수급자 및 차상위 계층<br />
※ 이용요금은 변동될 수 있으며, 자세한 사항은 홈페이지 참조","09:30~17:30 <br />
(입장마감시간 16:30)","부지면적 114,261㎡, 건축연면적 24,906㎡",
1395604,"대극장 686명, 소극장 276명",불가,가능,불가,공연에 따라 다름,국립부산국악원 051-811-0114,주차 가능,무료,,공연에 따라 다름,공연에 따라 다름,"부지면적 21,360㎡<br />
건축연면적 20,324㎡<br />
대극장 686석 / 소극장 276석 / 야외극장 300석",공연에 따라 다름
2551424,"북해도고락가 등 2,200여점",가능,없음,불가,,국립일제강제동원역사관 051-629-8600,"총 150대(장애인주차 8대, 대형버스9대) 주차 가능",무료,"매주 월요일(공휴일인 경우 그 다음 평일)<br />
1월 1일, 설날 및 추석 당일",무료,"10:00 ~ 18:00 <br />
※ 30분 전까지 입장 가능","부지면적 75,465㎡, 건물연면적 12,062㎡(지상 3층, 지하 4층)",약 2시간
1825843,,없음,가능,불가,,051-309-1900,"305대(대형 19대, 장애인 9대 포함)","1) 승용차(15인승 이하) 2시간 1,000원, 초과시 10분당 100원 / 1일 최대 2,400원<br />
2) 중/대형차(16인승 이상)는 승용차 요금의 2배 <br />
※ 전액 무료 : 공무내방자, 자원봉사자, 유물기증자, 국가유공자<br />
※ 50%할인 : 경차, 장애인, 하이브리드, 다자녀가정(복지카드 및 가족사랑카드 지참)",매주 월요일(공휴일일 경우 그 다음날 휴관),무료 (4D영상관 및 유료기획전 등 제외),"* 평일 : 09:00~18:00<br />
* 토요일 :<br />
5월~8월 : 09:00~21:00<br />
9월~4월 : 09:00~19:00<br />
* 일요일/공휴일 : 09:00~19:00<br />
* 설,추석 익일/어린이날/광복절<br />
09:00~21:00<br />
※ 관람시간 종료 30분 전까지 입장 가능","지하1층 지상4층<br />
건립부지/건축연면적 : 45,444㎡/25,870㎡<br />
전시연면적 : 9,826 ㎡",약 2시간
596604,,불가,없음,불가,,금수동 051-727-5679,주차 가능,,,,,,
130383,,없음,없음,불가,,금정문화원 051-581-9071,주차 가능,,"토요일, 일요일, 공휴일",,09:00~18:00,,
130380,,없음,없음,불가,,기장문화원 051-724-2224,주차 가능,,"토요일, 일요일, 공휴일",,09:00~18:00,"1,644.97㎡",
1918263,,불가,없음,불가,,051-743-1974~5,주차 가능,"동백공원 부설주차장 : 무료<br />
인근 공영 및 사설주차장 : 유료<br />",매월 첫째주 월요일,무료,09:00~18:00 (입장은 17:00까지),"부지면적 19,772㎡",
130381,,없음,없음,불가,,"동래문화원 051-555-1441, 2977",주차 가능,,"토요일, 일요일, 공휴일",,강좌에 따라 다름,,
1747870,"대극장-524석, 소극장-200석, 야외공연장-1,130석",없음,가능,불가,,051-550-6611,주차 가능,,,공연에 따라 다름,공연에 따라 다름,"부지면적 : 11,029㎡<br />
건축연면적 : &nbsp;5,519㎡<br />
전시면적 : 231㎡",공연에 따라 다름
130774,,없음,없음,불가,,동삼동패총전시관 051-403-1193,주차 가능,,"1월 1일, 매주 월요일(월요일이 공휴일인 경우 다음날 휴관)",무료,09:00~18:00,"전시관 연면적 146평(지상 1층, 지하 1층)",
130521,300명 수용가능,가능,불가,불가,,동아대학교 박물관 051-200-8493,주차 가능(500대),"최초30분 500원,이후 15분당 500원, 일최대 10,000원","매주 월요일, 국가공휴일, 개교기념일(11월 1일)",무료,"화~일 09:30~17:00(16:30까지 입장)<br />
※ 박물관의 사정에 따라 변경 가능<br />
※ 특히 동, 하계방학중에는 반드시 확인","부지면적 6,926㎡, 건축연면적 4,504㎡(지상 3층, 지하 1층)",약 1시간
1608524,좌석 707석,없음,없음,없음,,동아대학교 051-240-2114,주차 가능,,,,,270평,
130345,,없음,없음,불가,,중앙도서관 051-890-1160,주차 가능,,"일요일 및 국정공휴일, 개교기념일, 기타 관장이 필요하다고 인정할 때",,09:00~17:00,,
2650801,400명,불가,가능,불가,"성인 13,500원
청소년(중고등) 11,300원
어린이 9,800원",051-731-3302,"있음 (중형기준 약 50여대 주차 가능, 관광버스 주차 시 미리 연락 필요)","미술관 관람 시 2시간 무료주차, 이후 30분에 1,000원",없음 (휴관 시 공식 홈페이지 공지),"성인 18,000원 / 단체 13,000원<br>
청소년 15,000원 / 단체 11,000원<br>
아동 13,000원 / 단체 9,500원<br>
특별요금(장애인, 국가유공자 등) 11,000원","평일(월-금) AM 10:00 - PM 7:00<br>
주말 및 공휴일 AM 10:00 - PM 8:00",,약 90분 ~ 120분 소요
130153,,없음,없음,불가,,백산기념관 051-600-4067,용두산공영주차장 이용,유료,"매주 월요일, 공휴일(단, 삼일절, 현충일, 광복절 제외)",무료,"평일 10:00~18:00<br />
주말 10:00~17:00",지하 2층,
2554111,,불가,불가,불가,,범어사 성보박물관 051-508-6139,주차가능,"일반 3,000원 대형 5,000원","매주 월요일, 설/추석 연휴",무료,09:00~17:00,"부지면적 505.44㎡, 전시실 (내부) 337.68㎡",약 1시간
130668,,없음,없음,없음,,벡스코 051-740-7300,주차 가능,"소형 : 최초30분 1,000원. 초과 30분마다 600원 (일일주차 15,000원) <br />
대형 : 최초30분 1,400원. 초과 30분마다 1,000원 (일일주차 20,000원) <br />
* 장애인, 국가유공자 차량 : 1시간무료, 추가시간 50%할인 (증빙서류 제시)<br />
* 다자녀(증빙서류 제시), 경차 : 50% 할인 <br />
* 입차 후 15분 이내 출차시 무료",연중무휴,,,,
130145,,없음,없음,불가,,"부산 복천박물관 051-554-4263,4",주차 가능,,"매주 월요일(단, 월요일이 공휴일인 경우 다음날 휴관), 1월 1일",무료,"평일 및 일요일 09:00~18:00<br>
 매주 토요일, 매월 마지막주 수요일 09:00~21:00<br>
 야외전시관 09:00~18:00<br>
※ 폐관 1시간전까지 입장 가능<br>
<br><br>","부지 56,334㎡<br>
건물연면적 7,797,97㎡ (전시관 6.811.01㎡ / 야외전시관 316,01㎡ / 기타 670,95㎡)",약 1~2시간
129737,"소극장 200석, 교육실 210석(401호 40석, 301호 60석, 302호 110석)",없음,없음,불가,,가톨릭센터 행정실 051-462-1870,"주차 가능(지하 34대, 옥외 75대)","30분당 1,000원 / 10분 초과당 300원",,공연에 따라 다름,공연에 따라 다름,"지하2층, 지상9층",
130216,,없음,없음,불가,,강서문화원 051-972-6369,주차 가능(구청 주차장 이용),,,,09:00~18:00,,
130484,"대공연장 868석 (1층 520석, 2층 348석), 소공연장 330석, 야외공연장 300여석",없음,없음,불가,,금정문화회관 051-519-5651,주차 가능,시설 이용자에 한하여 무료,연중무휴,공연에 따라 다름,공연에 따라 다름,"부 지 - 15,922㎡ (4,816평)<br />
건물규모 - 16,453㎡ (4,977평)<br />
제1전시실 243㎡, 제2전시실 122㎡<br />
생활체육실, 국악실, 서예실, 어학컴퓨터실, 미술실, 음악실, 교양강좌 202호실",
130799,,없음,없음,불가,,기장도서관 051-709-5351,"주차 가능<br />
※ 주차공간이 부족하니 대중교통수단 이용 바람",,"매주 월요일(열람실 제외), 정부 지정 공휴일, 특별한 사유로 군수가 필요하다고 인정한 날",무료,"[열람실] 월~일 07:00~24:00<br />
[종합자료실/디지털자료실]<br />
화~금 09:00~22:00/토,일 09:00~18:00<br />
[어린이자료실]<br />
화~금 09:00~20:00(2층 18:00)/토,일 09:00~18:00","본관 2,710㎡(지하 1층, 지상 3층) / 꿈나무 어린이 도서관 660㎡(지상 3층)",
130798,,없음,없음,불가,,동구도서관 051-440-6411,주차 가능,,"매주 월요일, 국경일, 정부지정공휴일",무료,"[종합자료실/어린이실]<br />
화~금 09:00~22:00/토 09:00~18:00/일 09:00~17:00<br />
[디지털자료실]<br />
화~토 09:00~18:00 / 일 09:00~17:00<br />
[열람실] 07:00~23:00",,
130796,221석,없음,없음,불가,,반여도서관 051-783-4010,주차 가능,,"매주 월요일, 국경일, 정부 지정 공휴일, 기타 관장이 필요하다고 인정하는 날",무료,"[종합실] 평일 09:00~22:00/토 09:00~18:00/일 ~17:00<br>
 [어린이실] 평일 09:00~18:00/토 09:00~18:00/일 ~17:00<br> [열람실] 07:00~22:00","지하1층, 지상2층",
2565356,1회 관람 적정인원 최대 20명(협의 가능),불가,불가,불가,없음,부산 스마트시티 051-749-9491,있음,"주차지원가능 (단, 부산정보산업진흥원 주차장 만차시 지원불가, 주변사설유료주차장 이용)",주말 및 법정공휴일 휴무,무료,"운영시간 : 평일 10:00 ~ 18:00 / 주말, 공휴일 제외",약 200m² (60평 규모),약 1시간
1839022,"1,500명 수용가능",없음,가능,불가,부산시민 30%할인,051-557-1577,주차 가능,1시간 이내 무료 / 주차장 내 안내표지판 참조,"매주 월요일 휴관 (단, 공휴일 일 시 익일 휴관/ 신정, 설, 추석 당일 휴관)","* 성인: 8,000원<br />
* 어린이/청소년: 6,000원<br />
* 무료관람대상<br />
36개월 미만의 영∙유아, 65세 이상의 노인<br />
장애인복지법에 따라 등록된 장애인과<br />
그와 동행하는 보호자 1명<br />
국가유공자증 및 국가유공자 유족증 소지자<br />
다자녀가정에 속하는 자료 가족사랑카드 소지자",오전10:00-오후6:00 (오후 5:00 입장마감),"2층 약 1,057㎡",약 1시간
130766,,없음,없음,없음,,대표번호 051-709-0900,"주차 가능(지상 25면, 지하 90면, 총 115면)
- 운영시간 07:00~23:00","도서관 이용자에 한해 기본 1시간 무료 / 초과시 30분당 500원 <br>
1일 주차 4,700원 / 월주차 50,000원<br>
※ 장애인, 국가유공자, 다자녀 가정, 경차 50% 경감","매월 셋째·넷째 월요일, 정부지정 국경일, 공휴일",,"※ 화~금 <br />
[종합자료실] 09:00~22:00 <br />
[어린이실] 09:00~18:00 <br />
[디지털/유아·어린이영어자료실] 09:00~18:00<br />
※ 월,토 : 09:00~18:00 / 일 09:00~17:00<br />
※ 열람실 : 07:00~23:00","지하 2층, 지상 4층",
130622,,없음,없음,불가,,공간화랑 051-803-4101,주차 가능,,매주 일요일(전시기간 중 변경),무료,월~토 10:00~19:00,,
1607637,,없음,없음,불가,,안내실 051-330-7076,주차 가능,,"토요일, 일요일 및 공휴일",,10:00~16:00,약 300평,
130793,,없음,없음,불가,,영도도서관 051-419-4821,주차 가능,무료,"매주 월요일, 일요일을 제외한 공휴일(단, 일요일이 다른 공휴일과 겹치는 경우 휴관), 관장이 필요하다고 인정하는 날",,"[어린이자료실]]<br />
09:00~20:00(토 18:00, 일 17:00) <br />
[종합자료실]<br />
09:00~22:00(토 18:00, 일 17:00) <br />
[멀티미디어실]<br />
09:00~18:00(일 17:00) <br />
[일반열람실] <br />
07:00~23:00(일 22:00)",,
130749,,없음,없음,불가,,명장도서관 051-527-0582,주차 가능(주차 공간이 협소함으로 대중교통 이용 바람),,매월 첫째 둘째 월요일 / 국가지정 공휴일(공휴일이 일요일인 경우 휴관) / 도서관장이 자료의 정리 및 기타 사유로 휴관이 필요하다고 인정하는 날,무료,"[종합자료실] 월,토 09:00~18:00 / 화~금 09:00~22:00 / 일 09:00~17:00<br />
[디지털자료실/연속간행물실] 월~토 09:00~18:00 / 일 09:00~17:00<br />
[어린이실] 월,토 09:00~18:00 / 화~금 09:00~18:00 / 일 09:00~17:00<br />
[열람실] 07:00~22:00",,
130750,열람실 좌석 - 194석,없음,없음,불가,,부전도서관 051-802-5901,"주차 가능(일반 6면, 장애인 1면)<br />
※ 5부제 참여차량만 주차가능, 1일 최대 2시간<br />
※ 주차면수 부족으로 가급적 대중교통 수단 이용 바람",,"매월 3, 4주 월요일, 국경일, 정부지정공휴일",무료,"[열람실] 07:00~23:00<br />
[종합자료실] 월.토 09:00~18:00<br />화~금 09:00~22:00 / 일요일 09:00~17:00<br />
[연속간행물실, 금융정보자료실, 디지털자료실]<br />
월~토 09:00~18:00 / 일요일 09:00~17:00<br />
[어린이실]<br />
월~토 09:00~18:00 / 화~금 09:00~18:00 / 일요일 09:00~17:00",,
130751,324석,없음,없음,불가,,"사하도서관 051-203-0571, 203-0237","있음(운영시간 07:00~23:00)<br />
※ 19대 주차 가능(장애인용 1대 포함)<br />
※ 요일제 참여 차량만 주차 가능",,"매월 첫째, 둘째 월요일 / 국경일, 정부지정공휴일 / 도서의 정리 및 기타 사유로 휴관이 필요하다고 인정하는 날",,"[일반열람실] 07:00~23:00<br />
[종합자료실/취업정보자료실]<br />
화~금 09:00~22:00 / 월,토 09:00~18:00 / 일 09:00~17:00<br />
[어린이실]<br />
화~금 09:00~18:00 / 월,토 09:00~18:00 / 일 09:00~17:00<br />
[연속간행물실/디지털자료실]<br />
월~토 09:00~18:00 / 일 09:00~17:00",,
130801,,없음,없음,없음,,서동도서관 051-522-0456,"주차 가능<br /> 
※ 주차공간이 부족하오니 가능하면 대중교통수단 이용 바람",,"셋째, 넷째 월요일, 국경일, 정부지정 공휴일, 기타 도서관장이 필요하다고 인정하는 날",무료,"[열람실] <br />
07:00~22:00<br />
[종합자료실/디지털자료실]<br />
월,토 09:00~18:00 / 화~금 09:00~22:00 / 일 09:00~17:00<br />
[어린이실]<br />
월,토 09:00~18:00 / 화~금 09:00~18:00 / 일 09:00~17:00<br />",,
130752,,없음,없음,불가,,시민도서관 051-810-8200,"주차 가능<br />
- 이용시간 : 07:00~23:00 <br />
※ 휴관일은 개방하지 않음<br />
※ 5부제(요일제) 참여 차랑만 이용 가능","도서관 이용 시 1일 최초 1시간 무료 제공<br />
1시간 초과 후 10분마다 200원, 1일 최대 6,000원 징수<br />
20시 이후 입장차량은 무료주차 (단, 20시 이전 입차 차량 중 1시간 이상 주차하는 경우 최초 1시간과 20시 이후 무료제공은 중복적용 안됨)<br />
<br />

※ 주차 요금의 감면 : 50% 감면<br />
-「장애인복지법」에 따라 등록된 장애인<br />
-「독립유공자예우에 관한 법률」제4조에 따른 독립유공자<br />
-「국가유공자 등 예우 및 지원에 관한 법률 시행령」별표3에 따른 상이자<br />
-「5.18민주유공자예우에 관한 법률 시행령」제4조에 따른 5.18민주화운동부상자<br />
-「고엽제후유의증 환자 지원 등에 관한 법률」제3조에 따른 적용 대상자<br />
- 다자녀가정에 속하는 자로서 가족사랑카드에 등재되어 있는 자<br />
- 승용차부제 참여 자동차를 운전하는 자<br />
- 자동차관리법시행규칙 제2조의 규정에 의한 경형 차량 운전자","매월 마지막주 월요일, 국가공휴일, 특별한 사유 발생으로 도서관장이 지정한 날",,"[일반열람실] 07:00~23:00<br>
 [어·문학실/인문·사회과학실/자연·기술과학실]<br>
 월,토 09:00~18:00 / 화~금 09:00~22:00 / 일 09:00~17:00<br>
 [꿈있는책마을(유아실)/고문헌실/디지털자료실/연속간행물실/다문화자료실/부산아메리칸코너]<br>
 월~토 09:00~18:00 / 일 09:00~17:00<br>
 [족보자료실] <br>
 토 09:00~13:00 / 월~금 09:00 ~ 17:00 / 일 휴실&nbsp;<br>
 [꿈있는책마을(어린이실)]<br>
 월,토 09:00~18:00 / 화~금 09:00~20:00 / 일 09:00~17:00<br>
 <br> ※ 고문헌실/장애인정보누리터/부산아메리칸코너/족보자료실 휴실시간 안내 : 12:00 ~ 13:00",지상4층 지하1층,
